#INFO,Version=1.0.0,Template= eBay-active-revise-price-quantity-download_US,,,,,,,,,
Action,Category name,Item number,Title,Listing site,Currency,Start price,Buy It Now price,Available quantity,Relationship,Relationship details,Custom label (SKU)
Revise,"CCG Individual Cards (183454)","306652558851",SM - Unbroken Bonds #139/214 Cottonee,"US","USD","1.49",,"1",,,818-neaxp
Revise,"CCG Individual Cards (183454)","306652558863",XY - Fates Collide #68/124 Snubbull,"US","USD","1.49",,"1",,,820-neaxr
Revise,"CCG Individual Cards (183454)","306652558865",XY - Fates Collide #65/124 Jigglypuff,"US","USD","1.49",,"1",,,819-neaxq
Revise,"CCG Individual Cards (183454)","306663180035",SM - Unbroken Bonds #113/214 Sandile (113),"US","USD","1.49",,"1",,,846-nrawo
Revise,"CCG Individual Cards (183454)","306663180057",SM - Unbroken Bonds #73/214 Koffing,"US","USD","1.99",,"1",,,847-nrawp
Revise,"CCG Individual Cards (183454)","306663180126",SM - Unbroken Bonds #48/214 Goldeen,"US","USD","1.49",,"1",,,848-nrawr
Revise,"CCG Individual Cards (183454)","306663180162",SM Base Set #9/149 Rowlet,"US","USD","1.49",,"1",,,849-nraws
Revise,"CCG Individual Cards (183454)","306663180173",SM Base Set #14/149 Fomantis,"US","USD","1.49",,"1",,,850-nrawu
Revise,"CCG Individual Cards (183454)","306663180184",SM - Unified Minds #7/236 Sewaddle (7),"US","USD","2.49",,"1",,,851-nrawv
Revise,"CCG Individual Cards (183454)","306663180233",SM Base Set #104/149 Herdier,"US","USD","2.49",,"1",,,853-nrawy
Revise,"CCG Individual Cards (183454)","306663180238",SM - Lost Thunder #137/214 Snubbull,"US","USD","1.99",,"1",,,852-nraww
Revise,"CCG Individual Cards (183454)","306663180279",SM Base Set #106/149 Pikipek,"US","USD","1.49",,"1",,,854-nrawz
Revise,"CCG Individual Cards (183454)","306663180297",SM Base Set #97/149 Spearow,"US","USD","1.49",,"1",,,855-nrax0
Revise,"CCG Individual Cards (183454)","306663180309",SM - Unified Minds #179/236 Fletchling,"US","USD","1.49",,"1",,,856-nrax1
Revise,"CCG Individual Cards (183454)","306663180311",SM Base Set #83/149 Sandile,"US","USD","1.49",,"1",,,857-nrax3
Revise,"CCG Individual Cards (183454)","306663180368",SM - Unified Minds #93/236 Honedge (93),"US","USD","1.49",,"1",,,859-nrax5
Revise,"CCG Individual Cards (183454)","306663180370",SM Base Set #78/149 Alolan Meowth,"US","USD","1.49",,"1",,,858-nrax4
Revise,"CCG Individual Cards (183454)","306663180380",SM Base Set #57/149 Alolan Grimer,"US","USD","1.49",,"1",,,860-nrax6
Revise,"CCG Individual Cards (183454)","306663180421",SM - Guardians Rising #48/145 Slowpoke Reverse Holo,"US","USD","3.99",,"1",,,861-nrax7
Revise,"CCG Individual Cards (183454)","306663180437",SM - Lost Thunder #84/214 Dedenne (84),"US","USD","1.99",,"1",,,862-nrax9
Revise,"CCG Individual Cards (183454)","306663180450",SM - Unified Minds #67/236 Stunfisk,"US","USD","1.49",,"1",,,863-nraxa
Revise,"CCG Individual Cards (183454)","306663180470",SM - Unified Minds #109/236 Meditite,"US","USD","1.49",,"1",,,864-nraxb
Revise,"CCG Individual Cards (183454)","306663180489",SM - Unified Minds #103/236 Onix,"US","USD","1.49",,"1",,,865-nraxd
Revise,"CCG Individual Cards (183454)","306663180531",SM Base Set #72/149 Crabrawler,"US","USD","1.49",,"1",,,866-nraxe
Revise,"CCG Individual Cards (183454)","306663180541",SM - Unified Minds #31/236 Fletchinder,"US","USD","1.79",,"1",,,867-nraxg
Revise,"CCG Individual Cards (183454)","306663180556",SM Base Set #46/149 Araquanid,"US","USD","1.49",,"1",,,868-nraxi
Revise,"CCG Individual Cards (183454)","306663180641",SM - Lost Thunder #68/214 Mareanie (68),"US","USD","1.49",,"1",,,870-nraxl
Revise,"CCG Individual Cards (183454)","306707652113",SM Base Set #81/149 Carvanha,"US","USD","1.49",,"1",,,871-p5s2q
Revise,"CCG Individual Cards (183454)","306707652140",SM - Crimson Invasion #61/111 Zweilous,"US","USD","1.49",,"1",,,873-p5s2s
Revise,"CCG Individual Cards (183454)","306707652344",SM - Ultra Prism #75/156 Stunky,"US","USD","1.49",,"1",,,874-p5s2t
Revise,"CCG Individual Cards (183454)","306707652496",SWSH01: Sword & Shield Base Set #123/202 Croagunk,"US","USD","1.49",,"1",,,875-p5s2u
Revise,"CCG Individual Cards (183454)","306707652519",XY - Fates Collide #57/124 Vullaby,"US","USD","1.49",,"1",,,876-p5s2v
Revise,"CCG Individual Cards (183454)","306707652542",SWSH01: Sword & Shield Base Set #118/202 Galarian Linoone,"US","USD","1.49",,"1",,,877-p5s2w
Revise,"CCG Individual Cards (183454)","306707652679",SM - Guardians Rising #15/145 Salandit,"US","USD","1.99",,"1",,,881-p5s30
Revise,"CCG Individual Cards (183454)","306707652701",SM - Unified Minds #108/236 Breloom Reverse Holo,"US","USD","1.99",,"1",,,883-p5s32
Revise,"CCG Individual Cards (183454)","306707652762",Secret Wonders #31/132 Magmortar,"US","USD","2.49",,"1",,,887-p5s36
Revise,"CCG Individual Cards (183454)","306707652776",SM Base Set #29/149 Golduck Reverse Holo,"US","USD","1.99",,"1",,,888-p5s37
Revise,"CCG Individual Cards (183454)","306707652792",Battle Academy #038/214 Moltres,"US","USD","2.99",,"1",,,890-p5s39
Revise,"CCG Individual Cards (183454)","306707652802",XY - Steam Siege #22/114 Litleo,"US","USD","1.79",,"1",,,891-p5s3a
Revise,"CCG Individual Cards (183454)","306707652803",XY - Steam Siege #22/114 Litleo,"US","USD","1.79",,"1",,,893-p5s3c
Revise,"CCG Individual Cards (183454)","306707652835",XY - BREAKpoint #12/122 Numel,"US","USD","1.99",,"1",,,894-p5s3d
Revise,"CCG Individual Cards (183454)","306707652839",XY - Steam Siege #17/114 Rapidash,"US","USD","1.49",,"1",,,895-p5s3e
Revise,"CCG Individual Cards (183454)","306707652858",SM - Ultra Prism #25/156 Salandit,"US","USD","1.49",,"1",,,896-p5s3f
Revise,"CCG Individual Cards (183454)","306718209445",SM - Ultra Prism #35/156 Buizel,"US","USD","1.49",,"1",,,898-pjwur
Revise,"CCG Individual Cards (183454)","306718209452",SM - Ultra Prism #1/156 Exeggcute,"US","USD","1.49",,"1",,,900-pjwuu
Revise,"CCG Individual Cards (183454)","306718209460",SM - Ultra Prism #21/156 Chimchar (21),"US","USD","1.99",,"1",,,903-pjwuy
Revise,"CCG Individual Cards (183454)","306718209503",SM - Ultra Prism #18/156 Magmar,"US","USD","1.49",,"1",,,904-pjwv0
Revise,"CCG Individual Cards (183454)","306718209515",SM - Ultra Prism #55/156 Drapion,"US","USD","1.99",,"1",,,906-pjwv3
Revise,"CCG Individual Cards (183454)","306718209518",SM - Ultra Prism #114/156 Oranguru,"US","USD","1.49",,"1",,,907-pjwv4
Revise,"CCG Individual Cards (183454)","306718209520",SM - Ultra Prism #102/156 Lickitung,"US","USD","2.49",,"1",,,899-pjwut
Revise,"CCG Individual Cards (183454)","306718209521",SM - Ultra Prism #27/156 Turtonator Reverse Holo,"US","USD","1.99",,"1",,,902-pjwux
Revise,"CCG Individual Cards (183454)","306718209535",SM - Ultra Prism #133/156 Pokemon Fan Club,"US","USD","1.79",,"1",,,909-pjwv7
Revise,"CCG Individual Cards (183454)","306718209536",SM - Ultra Prism #64/156 Cranidos,"US","USD","1.49",,"1",,,908-pjwv5
Revise,"CCG Individual Cards (183454)","306718209541",SM - Ultra Prism #102/156 Lickitung,"US","USD","2.49",,"1",,,910-pjwv8
Revise,"CCG Individual Cards (183454)","306718209544",SM - Ultra Prism #60/156 Cosmog,"US","USD","1.49",,"1",,,912-pjwvb
Revise,"CCG Individual Cards (183454)","306718209545",SM - Ultra Prism #1/156 Exeggcute,"US","USD","1.49",,"1",,,911-pjwv9
Revise,"CCG Individual Cards (183454)","306718209546",SM - Ultra Prism #92/156 Morelull,"US","USD","1.49",,"1",,,913-pjwvc
Revise,"CCG Individual Cards (183454)","306718209559",SM - Ultra Prism #2/156 Yanma Reverse Holo,"US","USD","1.99",,"1",,,915-pjwvf
Revise,"CCG Individual Cards (183454)","306718209570",SM - Ultra Prism #131/156 Order Pad Reverse Holo,"US","USD","1.99",,"1",,,917-pjwvi
Revise,"CCG Individual Cards (183454)","306718209581",SM - Ultra Prism #65/156 Rampardos Holo,"US","USD","2.99",,"1",,,918-pjwvj
Revise,"CCG Individual Cards (183454)","306718209588",SM - Ultra Prism #92/156 Morelull,"US","USD","1.49",,"1",,,919-pjwvk
Revise,"CCG Individual Cards (183454)","306718209593",SM - Ultra Prism #106/156 Buneary,"US","USD","1.49",,"1",,,920-pjwvm
Revise,"CCG Individual Cards (183454)","306718209604",SM - Ultra Prism #43/156 Electabuzz,"US","USD","2.99",,"1",,,921-pjwvn
Revise,"CCG Individual Cards (183454)","306718209607",SM - Crimson Invasion #43/111 Chimecho Reverse Holo,"US","USD","1.49",,"1",,,923-pjwvq
Revise,"CCG Individual Cards (183454)","306718209611",SM - Ultra Prism #115/156 Type: Null,"US","USD","2.99",,"1",,,922-pjwvo
Revise,"CCG Individual Cards (183454)","306718209616",SM - Crimson Invasion #37/111 Haunter Reverse Holo,"US","USD","3.99",,"1",,,924-pjwvr
Revise,"CCG Individual Cards (183454)","306718209632",SM - Crimson Invasion #47/111 Salazzle Reverse Holo,"US","USD","1.99",,"1",,,925-pjwvs
Revise,"CCG Individual Cards (183454)","306718209633",SM - Crimson Invasion #39/111 Misdreavus Reverse Holo,"US","USD","2.49",,"1",,,926-pjwvt
Revise,"CCG Individual Cards (183454)","306718209649",SM - Ultra Prism #131/156 Order Pad,"US","USD","1.49",,"1",,,928-pjwvv
Revise,"CCG Individual Cards (183454)","306718209657",SM - Ultra Prism #22/156 Monferno,"US","USD","2.99",,"1",,,929-pjwvw
Revise,"CCG Individual Cards (183454)","306718209661",SM - Ultra Prism #98/156 Gabite,"US","USD","3.49",,"1",,,930-pjwvx
Revise,"CCG Individual Cards (183454)","306718209662",SM - Ultra Prism #133/156 Pokemon Fan Club,"US","USD","1.49",,"1",,,931-pjwvy
Revise,"CCG Individual Cards (183454)","306718209665",SM - Ultra Prism #61/156 Cosmoem,"US","USD","1.49",,"1",,,932-pjwvz
Revise,"CCG Individual Cards (183454)","306718209678",SM - Ultra Prism #80/156 Magnemite (80),"US","USD","1.49",,"1",,,935-pjww2
Revise,"CCG Individual Cards (183454)","306718209679",SM - Ultra Prism #18/156 Magmar,"US","USD","1.49",,"1",,,938-pjwwb
Revise,"CCG Individual Cards (183454)","306718209682",SM - Ultra Prism #34/156 Empoleon,"US","USD","2.49",,"1",,,939-pjwwe
Revise,"CCG Individual Cards (183454)","306718209686",SM - Ultra Prism #78/156 Alolan Diglett,"US","USD","1.99",,"1",,,937-pjww8
Revise,"CCG Individual Cards (183454)","306718209687",SM - Ultra Prism #73/156 Sneasel,"US","USD","2.99",,"1",,,936-pjww4
Revise,"CCG Individual Cards (183454)","306718209688",SM - Ultra Prism #52/156 Drifblim,"US","USD","1.49",,"1",,,940-pjwwi
Revise,"CCG Individual Cards (183454)","306718209693",SM - Ultra Prism #50/156 Rotom,"US","USD","1.49",,"1",,,941-pjwwl
Revise,"CCG Individual Cards (183454)","306718209701",SM - Ultra Prism #138/156 Unit Energy LPM,"US","USD","2.99",,"1",,,942-pjwwp
Revise,"CCG Individual Cards (183454)","306718209702",SM - Ultra Prism #43/156 Electabuzz,"US","USD","2.99",,"1",,,943-pjwws
Revise,"CCG Individual Cards (183454)","306718209760",SM - Ultra Prism #75/156 Stunky,"US","USD","1.49",,"1",,,945-pjwwy
Revise,"CCG Individual Cards (183454)","306718209763",SM - Ultra Prism #16/156 Dewpider,"US","USD","1.49",,"1",,,946-pjwx0
Revise,"CCG Individual Cards (183454)","306718209770",SM - Crimson Invasion #26/111 Feebas Reverse Holo,"US","USD","1.99",,"1",,,949-pjwx6
Revise,"CCG Individual Cards (183454)","306718209777",SM - Ultra Prism #96/156 Gible (96),"US","USD","1.49",,"1",,,947-pjwx3
Revise,"CCG Individual Cards (183454)","306718209786",SM - Crimson Invasion #100/111 Counter Energy Reverse Holo,"US","USD","3.99",,"1",,,950-pjwx8
Revise,"CCG Individual Cards (183454)","306718209797",SM - Crimson Invasion #33/111 Alolan Graveler Reverse Holo,"US","USD","1.99",,"1",,,952-pjwxb
Revise,"CCG Individual Cards (183454)","306718209798",SM - Crimson Invasion #64/111 Mawile Reverse Holo,"US","USD","2.99",,"1",,,953-pjwxc
Revise,"CCG Individual Cards (183454)","306718209800",SM - Crimson Invasion #83/111 Staraptor Reverse Holo,"US","USD","1.99",,"1",,,954-pjwxe
Revise,"CCG Individual Cards (183454)","306718209802",SM - Crimson Invasion #86/111 Cinccino Reverse Holo,"US","USD","1.99",,"1",,,955-pjwxf
Revise,"CCG Individual Cards (183454)","306718209804",SM - Crimson Invasion #14/111 Camerupt Reverse Holo,"US","USD","1.99",,"1",,,956-pjwxh
Revise,"CCG Individual Cards (183454)","306718209809",SM - Crimson Invasion #13/111 Numel Reverse Holo,"US","USD","1.99",,"1",,,957-pjwxi
Revise,"CCG Individual Cards (183454)","306718209811",SM - Crimson Invasion #45/111 Gourgeist Reverse Holo,"US","USD","1.99",,"1",,,959-pjwxl
Revise,"CCG Individual Cards (183454)","306718209819",SV04: Paradox Rift #144/182 Porygon-Z Holo,"US","USD","1.49",,"1",,,960-pjwxm
Revise,"CCG Individual Cards (183454)","306718209845",SV04: Paradox Rift #076/182 Cofagrigus ex,"US","USD","1.99",,"1",,,962-pjwxq
Revise,"CCG Individual Cards (183454)","306718209853",SV03: Obsidian Flames #214/197 Absol ex,"US","USD","3.99",,"1",,,963-pjwxr
Revise,"CCG Individual Cards (183454)","306718209859",SV03: Obsidian Flames #033/197 Victini ex,"US","USD","2.99",,"1",,,964-pjwxu
Revise,"CCG Individual Cards (183454)","306718209862",SWSH05: Battle Styles #063/163 Necrozma V,"US","USD","2.99",,"1",,,966-pjwxy
Revise,"CCG Individual Cards (183454)","306718209876",SWSH12: Silver Tempest #034/195 Alolan Vulpix VSTAR,"US","USD","4.99",,"1",,,970-pjwy9
Revise,"CCG Individual Cards (183454)","306718209884",SV08: Surging Sparks #162/191 Amulet of Hope,"US","USD","1.99",,"1",,,972-pjwyf
Revise,"CCG Individual Cards (183454)","306718209886",SM - Ultra Prism #113/156 Gumshoos Reverse Holo,"US","USD","1.99",,"1",,,973-pjwyi
Revise,"CCG Individual Cards (183454)","306718209890",SM - Ultra Prism #87/156 Bronzong,"US","USD","1.49",,"1",,,975-pjwyo
Revise,"CCG Individual Cards (183454)","306718209894",SM - Ultra Prism #27/156 Turtonator,"US","USD","1.49",,"1",,,976-pjwyr
Revise,"CCG Individual Cards (183454)","306718209901",SM - Ultra Prism #37/156 Snover,"US","USD","1.49",,"1",,,979-pjwyw
Revise,"CCG Individual Cards (183454)","306718209905",SM - Ultra Prism #81/156 Magnemite (81),"US","USD","1.49",,"1",,,980-pjwyy
Revise,"CCG Individual Cards (183454)","306718209910",SM - Ultra Prism #71/156 Murkrow,"US","USD","1.49",,"1",,,981-pjwz0
Revise,"CCG Individual Cards (183454)","306718209937",SM - Ultra Prism #111/156 Shaymin (111),"US","USD","1.99",,"1",,,983-pjwza
Revise,"CCG Individual Cards (183454)","306718209940",SM - Ultra Prism #73/156 Sneasel Reverse Holo,"US","USD","2.99",,"1",,,984-pjwzg
Revise,"CCG Individual Cards (183454)","306718209942",SM - Ultra Prism #12/156 Carnivine,"US","USD","1.49",,"1",,,982-pjwz5
Revise,"CCG Individual Cards (183454)","306718209952",SM - Ultra Prism #44/156 Electivire,"US","USD","1.49",,"1",,,985-pjwzm
Revise,"CCG Individual Cards (183454)","306718209954",SM - Ultra Prism #47/156 Luxio,"US","USD","1.99",,"1",,,987-pjwzx
Revise,"CCG Individual Cards (183454)","306718209959",SM - Ultra Prism #84/156 Shieldon,"US","USD","1.49",,"1",,,986-pjwzr
Revise,"CCG Individual Cards (183454)","306718209967",SM - Ultra Prism #132/156 Pal Pad,"US","USD","2.99",,"1",,,988-pjx02
Revise,"CCG Individual Cards (183454)","306718209978",SM - Ultra Prism #75/156 Stunky,"US","USD","1.49",,"1",,,990-pjx0a
Revise,"CCG Individual Cards (183454)","306718209980",SM - Ultra Prism #16/156 Dewpider,"US","USD","1.49",,"1",,,991-pjx0c
Revise,"CCG Individual Cards (183454)","306718209985",SM - Ultra Prism #96/156 Gible (96),"US","USD","1.49",,"1",,,992-pjx0g
Revise,"CCG Individual Cards (183454)","306718209986",SM - Ultra Prism #71/156 Murkrow,"US","USD","1.49",,"1",,,993-pjx0j
Revise,"CCG Individual Cards (183454)","306718209987",SM - Ultra Prism #113/156 Gumshoos,"US","USD","1.99",,"1",,,994-pjx0m
Revise,"CCG Individual Cards (183454)","306718209994",SM - Ultra Prism #11/156 Cherrim,"US","USD","2.99",,"1",,,995-pjx0q
Revise,"CCG Individual Cards (183454)","306718210005",SM - Ultra Prism #134/156 Unidentified Fossil,"US","USD","1.49",,"1",,,996-pjx0t
Revise,"CCG Individual Cards (183454)","306743925220",SM - Crimson Invasion #105/111 Guzzlord GX (Full Art),"US","USD","9.99",,"1",,,1001-qj1zr
Revise,"CCG Individual Cards (183454)","306743925500",SM - Crimson Invasion #107/111 Alolan Exeggutor GX (Full Art),"US","USD","5.99",,"1",,,1003-qj204
Revise,"CCG Individual Cards (183454)","306743925513",SM - Cosmic Eclipse #63/236 Wishiwashi GX,"US","USD","2.99",,"1",,,1005-qj20i
Revise,"CCG Individual Cards (183454)","306743925577",WoTC Promo #27/53 Pikachu (27),"US","USD","18.99",,"1",,,1006-qj20j
Revise,"CCG Individual Cards (183454)","306743925584",XY - Fates Collide #9/124 Moltres,"US","USD","2.99",,"1",,,1007-qj20l
Revise,"CCG Individual Cards (183454)","306743925622",Shining Fates #048/072 Thievul Holo,"US","USD","1.99",,"1",,,1008-qj20m
Revise,"CCG Individual Cards (183454)","306743925635",Shining Fates #056/072 Indeedee Reverse Holo,"US","USD","1.99",,"1",,,1009-qj20n
Revise,"CCG Individual Cards (183454)","306743925762",SWSH01: Sword & Shield Base Set #111/202 Clobbopus (111) Reverse Holo,"US","USD","1.99",,"1",,,1015-qj21m
Revise,"CCG Individual Cards (183454)","306743925806",SM - Unified Minds #96/236 Mareanie Reverse Holo,"US","USD","2.49",,"1",,,1014-qj21l
Revise,"CCG Individual Cards (183454)","306743925862",SWSH08: Fusion Strike #002/264 Metapod Reverse Holo,"US","USD","1.99",,"1",,,1017-qj21o
Revise,"CCG Individual Cards (183454)","306743926063",SWSH07: Evolving Skies #025/203 Golduck Reverse Holo,"US","USD","1.99",,"1",,,1016-qj21n
Revise,"CCG Individual Cards (183454)","306764978158",SWSH: Sword & Shield Promo Cards #SWSH018 Zacian V,"US","USD","3.99",,"1",,,1019-r92fl
Revise,"CCG Individual Cards (183454)","306764978160",SWSH06: Chilling Reign #011/198 Deerling,"US","USD","1.49",,"1",,,1020-r92fm
Revise,"CCG Individual Cards (183454)","306764978161",SWSH06: Chilling Reign #094/198 Koffing,"US","USD","1.49",,"1",,,1022-r92fo
Revise,"CCG Individual Cards (183454)","306764978166",SWSH06: Chilling Reign #054/198 Galarian Slowpoke,"US","USD","1.99",,"1",,,1021-r92fn
Revise,"CCG Individual Cards (183454)","306764978172",SWSH06: Chilling Reign #082/198 Galarian Yamask,"US","USD","1.49",,"1",,,1023-r92fp
Revise,"CCG Individual Cards (183454)","306764978201",SWSH06: Chilling Reign #035/198 Snorunt,"US","USD","1.49",,"1",,,1024-r92fq
Revise,"CCG Individual Cards (183454)","306764978202",SWSH06: Chilling Reign #081/198 Gallade,"US","USD","1.49",,"1",,,1025-r92fr
Revise,"CCG Individual Cards (183454)","306764978208",SWSH06: Chilling Reign #157/198 Impact Energy,"US","USD","1.49",,"1",,,1026-r92ft
Revise,"CCG Individual Cards (183454)","306764978210",SWSH06: Chilling Reign #117/198 Porygon2,"US","USD","1.49",,"1",,,1027-r92fu
Revise,"CCG Individual Cards (183454)","306764978212",SWSH06: Chilling Reign #047/198 Mareep,"US","USD","1.49",,"1",,,1029-r92fw
Revise,"CCG Individual Cards (183454)","306764978215",SWSH06: Chilling Reign #017/198 Thwackey,"US","USD","1.49",,"1",,,1028-r92fv
Revise,"CCG Individual Cards (183454)","306764978233",SWSH06: Chilling Reign #059/198 Ralts,"US","USD","1.49",,"1",,,1030-r92fx
Revise,"CCG Individual Cards (183454)","306764978253",SWSH06: Chilling Reign #009/198 Snover,"US","USD","1.49",,"1",,,1032-r92fz
Revise,"CCG Individual Cards (183454)","306764978261",SWSH06: Chilling Reign #082/198 Galarian Yamask,"US","USD","1.49",,"1",,,1033-r92g0
Revise,"CCG Individual Cards (183454)","306764978267",SWSH06: Chilling Reign #120/198 Zangoose,"US","USD","1.99",,"1",,,1034-r92g1
Revise,"CCG Individual Cards (183454)","306764978271",SWSH06: Chilling Reign #145/198 Klara,"US","USD","1.49",,"1",,,1036-r92g3
Revise,"CCG Individual Cards (183454)","306764978272",SWSH06: Chilling Reign #047/198 Mareep,"US","USD","1.49",,"1",,,1038-r92g5
Revise,"CCG Individual Cards (183454)","306764978275",SWSH06: Chilling Reign #059/198 Ralts,"US","USD","1.49",,"1",,,1039-r92g6
Revise,"CCG Individual Cards (183454)","306764978277",SWSH06: Chilling Reign #156/198 Welcoming Lantern,"US","USD","1.49",,"1",,,1035-r92g2
Revise,"CCG Individual Cards (183454)","306764978278",SWSH06: Chilling Reign #131/198 Brawly,"US","USD","1.49",,"1",,,1037-r92g4
Revise,"CCG Individual Cards (183454)","306764978288",SWSH06: Chilling Reign #044/198 Rapid Strike Urshifu Reverse Holo,"US","USD","1.99",,"1",,,1041-r92g8
Revise,"CCG Individual Cards (183454)","306764978291",SWSH06: Chilling Reign #033/198 Castform Rainy Form,"US","USD","1.49",,"1",,,1040-r92g7
Revise,"CCG Individual Cards (183454)","306800152785",SWSH08: Fusion Strike #192/264 Copperajah,"US","USD","1.49",,"1",,,1042-sl3zl
Revise,"CCG Individual Cards (183454)","306800152786",SWSH08: Fusion Strike #219/264 Rookidee,"US","USD","1.99",,"1",,,1045-sl40r
Revise,"CCG Individual Cards (183454)","306800152789",SWSH08: Fusion Strike #142/264 Makuhita,"US","USD","1.49",,"1",,,1044-sl3zs
Revise,"CCG Individual Cards (183454)","306800152790",SWSH08: Fusion Strike #171/264 Zoroark,"US","USD","1.49",,"1",,,1043-sl3zp
Revise,"CCG Individual Cards (183454)","306800152792",SWSH08: Fusion Strike #071/264 Galarian Darumaka,"US","USD","1.49",,"1",,,1046-sl40s
Revise,"CCG Individual Cards (183454)","306800152793",SWSH08: Fusion Strike #047/264 Sizzlipede (47),"US","USD","1.49",,"1",,,1047-sl41l
Revise,"CCG Individual Cards (183454)","306800152801",SWSH08: Fusion Strike #066/264 Huntail Reverse Holo,"US","USD","1.99",,"1",,,1048-sl41m
Revise,"CCG Individual Cards (183454)","306800152803",SWSH08: Fusion Strike #118/264 Galarian Cursola,"US","USD","1.49",,"1",,,1049-sl41n
Revise,"CCG Individual Cards (183454)","306800152825",SWSH08: Fusion Strike #154/264 Falinks (154),"US","USD","1.49",,"1",,,1051-sl41p
Revise,"CCG Individual Cards (183454)","306800152827",SWSH08: Fusion Strike #072/264 Galarian Darmanitan,"US","USD","1.49",,"1",,,1052-sl41q
Revise,"CCG Individual Cards (183454)","306800152831",SWSH07: Evolving Skies #039/203 Luvdisc,"US","USD","1.49",,"1",,,1053-sl41r
Revise,"CCG Individual Cards (183454)","306800152832",SWSH07: Evolving Skies #005/203 Seedot,"US","USD","1.49",,"1",,,1054-sl41s
Revise,"CCG Individual Cards (183454)","306800152835",SWSH07: Evolving Skies #129/203 Slakoth,"US","USD","1.49",,"1",,,1055-sl41u
Revise,"CCG Individual Cards (183454)","306800152842",SWSH07: Evolving Skies #071/203 Flabebe,"US","USD","1.49",,"1",,,1056-sl41w
Revise,"CCG Individual Cards (183454)","306800152845",SWSH07: Evolving Skies #035/203 Carvanha,"US","USD","1.79",,"1",,,1057-sl41y
Revise,"CCG Individual Cards (183454)","306800152853",SWSH07: Evolving Skies #096/203 Nuzleaf Reverse Holo,"US","USD","1.99",,"1",,,1058-sl420
Revise,"CCG Individual Cards (183454)","306800152857",SWSH07: Evolving Skies #001/203 Pinsir,"US","USD","1.49",,"1",,,1059-sl423
Revise,"CCG Individual Cards (183454)","306800152859",SWSH07: Evolving Skies #130/203 Vigoroth,"US","USD","1.49",,"1",,,1060-sl424
Revise,"CCG Individual Cards (183454)","306800152861",SWSH07: Evolving Skies #164/203 Zinnia's Resolve,"US","USD","1.49",,"1",,,1062-sl428
Revise,"CCG Individual Cards (183454)","306800152862",SWSH07: Evolving Skies #126/203 Teddiursa,"US","USD","1.49",,"1",,,1064-sl42e
Revise,"CCG Individual Cards (183454)","306800152863",SWSH07: Evolving Skies #146/203 Dream Ball,"US","USD","1.99",,"1",,,1061-sl425
Revise,"CCG Individual Cards (183454)","306800152865",SWSH07: Evolving Skies #032/203 Lotad,"US","USD","1.49",,"1",,,1063-sl42b
Revise,"CCG Individual Cards (183454)","306800152866",SWSH07: Evolving Skies #104/203 Nickit,"US","USD","1.49",,"1",,,1066-sl42m
Revise,"CCG Individual Cards (183454)","306800152871",SWSH07: Evolving Skies #136/203 Rufflet Reverse Holo,"US","USD","1.99",,"1",,,1068-sl42t
Revise,"CCG Individual Cards (183454)","306800152874",SWSH07: Evolving Skies #011/203 Dwebble,"US","USD","1.49",,"1",,,1067-sl42p
Revise,"CCG Individual Cards (183454)","306800152879",SWSH07: Evolving Skies #147/203 Elemental Badge,"US","USD","1.49",,"1",,,1069-sl42x
Revise,"CCG Individual Cards (183454)","306800152881",SWSH07: Evolving Skies #043/203 Cryogonal,"US","USD","1.49",,"1",,,1065-sl42i
Revise,"CCG Individual Cards (183454)","306800152889",SWSH07: Evolving Skies #069/203 Swoobat,"US","USD","1.49",,"1",,,1071-sl435
Revise,"CCG Individual Cards (183454)","306800152897",SWSH08: Fusion Strike #128/264 Dreepy,"US","USD","1.49",,"1",,,1072-sl439
Revise,"CCG Individual Cards (183454)","306800168227",SWSH08: Fusion Strike #223/264 Dubwool,"US","USD","1.49",,"1",,,1110-sl69x
Revise,"CCG Individual Cards (183454)","306800168244",SWSH08: Fusion Strike #024/264 Gossifleur,"US","USD","1.49",,"1",,,1105-sl69q
Revise,"CCG Individual Cards (183454)","306800168245",SWSH08: Fusion Strike #243/264 Spongy Gloves,"US","USD","1.49",,"1",,,1111-sl69y
Revise,"CCG Individual Cards (183454)","306800168247",SWSH06: Chilling Reign #014/198 Steenee,"US","USD","1.49",,"1",,,1100-sl69g
Revise,"CCG Individual Cards (183454)","306800168248",SWSH08: Fusion Strike #221/264 Wooloo (221),"US","USD","1.49",,"1",,,1104-sl69p
Revise,"CCG Individual Cards (183454)","306800168249",SWSH06: Chilling Reign #009/198 Snover,"US","USD","1.49",,"1",,,1096-sl693
Revise,"CCG Individual Cards (183454)","306800168250",SWSH06: Chilling Reign #060/198 Kirlia,"US","USD","1.99",,"1",,,1102-sl69i
Revise,"CCG Individual Cards (183454)","306800168251",SWSH06: Chilling Reign #133/198 Crushing Gloves,"US","USD","1.49",,"1",,,1101-sl69h
Revise,"CCG Individual Cards (183454)","306800168254",SWSH06: Chilling Reign #082/198 Galarian Yamask,"US","USD","1.49",,"1",,,1097-sl694
Revise,"CCG Individual Cards (183454)","306800168255",SWSH06: Chilling Reign #067/198 Swirlix Reverse Holo,"US","USD","1.99",,"1",,,1098-sl695
Revise,"CCG Individual Cards (183454)","306800168256",SWSH08: Fusion Strike #109/264 Morpeko (109),"US","USD","1.99",,"1",,,1113-sl6a1
